latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,log_(price+1),neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
40.79992,-73.95501999999998,30,14,0.76,1,50,4.2626798770413155,0,0,1,0,0,1,0,0
40.74056,-73.99262,2,33,0.84,1,346,5.929589143389895,0,0,1,0,0,1,0,0
40.71674,-73.98995,7,1,0.03,2,0,4.795790545596741,0,0,1,0,0,1,0,0
40.71258,-73.96392,5,44,1.68,1,41,4.61512051684126,0,1,0,0,0,0,1,0
40.80315,-73.94017,7,25,0.5,1,151,3.9318256327243257,0,0,1,0,0,0,1,0
40.76427,-73.97618,1,1,1.0,14,349,5.929589143389895,0,0,1,0,0,0,1,0
40.81949,-73.95676,5,7,0.16,1,0,4.948759890378168,0,0,1,0,0,1,0,0
40.69608,-73.9432,1,4,0.15,1,0,3.828641396489095,0,1,0,0,0,0,1,0
40.69489,-73.98321999999997,4,27,1.95,1,57,4.912654885736052,0,1,0,0,0,1,0,0
40.77349,-73.94994,1,117,4.2,4,155,4.867534450455582,0,0,1,0,0,0,1,0
40.86171,-73.92945,4,1,0.16,1,13,4.189654742026425,0,0,1,0,0,0,1,0
40.71673,-73.94193,3,93,2.69,1,23,4.836281906951478,0,1,0,0,0,1,0,0
40.79104,-73.93805,1,12,0.51,2,0,4.330733340286331,0,0,1,0,0,0,1,0
40.70417,-74.01510999999998,9,0,0.01,1,15,5.303304908059076,0,0,1,0,0,1,0,0
40.76127,-73.99234,3,6,5.29,1,0,5.147494476813453,0,0,1,0,0,1,0,0
40.73144,-73.98355,1,0,0.01,1,0,4.330733340286331,0,0,1,0,0,0,1,0
40.798,-73.96316999999998,2,8,0.21,1,0,4.31748811353631,0,0,1,0,0,1,0,0
40.76066,-73.96639,2,4,2.73,1,286,6.173786103901937,0,0,1,0,0,1,0,0
40.71415,-73.96225,1,0,0.01,1,0,4.51085950651685,0,1,0,0,0,0,1,0
40.64198,-74.01809,3,2,0.25,1,0,3.8918202981106265,0,1,0,0,0,0,1,0
40.74299,-73.92441,2,2,0.32,1,358,5.049856007249537,0,0,0,1,0,1,0,0
40.80128,-73.93991,1,0,0.01,2,13,4.3694478524670215,0,0,1,0,0,0,1,0
40.72897,-74.00166999999998,30,0,0.01,1,363,5.303304908059076,0,0,1,0,0,1,0,0
40.71157,-73.87619000000002,30,0,0.01,1,280,4.454347296253507,0,0,0,1,0,1,0,0
40.70845,-74.00471999999998,29,0,0.01,327,327,5.10594547390058,0,0,1,0,0,1,0,0
40.76947,-73.94303000000002,1,1,0.02,2,0,4.394449154672439,0,0,1,0,0,0,1,0
40.71866,-73.99633,3,1,0.04,1,0,4.795790545596741,0,0,1,0,0,0,1,0
40.77352,-73.91593,3,0,0.01,1,0,3.9318256327243257,0,0,0,1,0,0,1,0
40.65987,-73.95076,5,79,1.14,3,251,3.8066624897703196,0,1,0,0,0,0,1,0
40.68993,-73.95947,2,0,0.01,2,0,4.07753744390572,0,1,0,0,0,0,1,0
40.72418,-73.94528000000003,2,2,0.03,1,0,4.430816798843313,0,1,0,0,0,0,1,0
40.6991,-73.89796,7,0,0.01,1,0,4.110873864173311,0,0,0,1,0,1,0,0
40.77471,-73.98955,1,50,3.71,1,69,4.948759890378168,0,0,1,0,0,0,1,0
40.71845,-73.99325999999998,1,0,0.01,1,0,4.983606621708336,0,0,1,0,0,1,0,0
40.74843,-73.97715,30,1,0.06,50,365,5.170483995038151,0,0,1,0,0,1,0,0
40.70621,-74.01525,4,27,0.31,1,169,5.420534999272286,0,0,1,0,0,1,0,0
40.711,-73.96218,180,0,0.01,1,365,5.303304908059076,0,1,0,0,0,1,0,0
40.76207,-73.9858,1,8,2.09,1,5,4.795790545596741,0,0,1,0,0,0,1,0
40.62158,-74.02394,2,35,1.17,1,325,5.170483995038151,0,1,0,0,0,1,0,0
40.70645,-74.01203000000002,2,5,1.34,327,315,6.222576268071369,0,0,1,0,0,1,0,0
40.70951,-74.01476,32,99,2.73,1,203,4.836281906951478,0,0,1,0,0,1,0,0
40.71585,-73.99171,2,15,0.63,1,0,5.5254529391317835,0,0,1,0,0,1,0,0
40.67632,-73.97616,7,18,0.21,1,18,5.5254529391317835,0,1,0,0,0,1,0,0
40.78512,-73.94409,30,5,0.11,9,330,3.9318256327243257,0,0,1,0,0,0,1,0
40.6809,-73.96726,2,59,2.25,1,28,5.241747015059643,0,1,0,0,0,1,0,0
40.63358,-74.0833,2,23,0.33,2,352,4.276666119016055,0,0,0,0,1,0,1,0
40.77581,-73.96285,1,0,0.01,1,135,5.351858133476067,0,0,1,0,0,1,0,0
40.72722,-73.95246999999998,2,101,2.75,1,284,4.61512051684126,0,1,0,0,0,0,1,0
40.7826,-73.98006,5,18,2.18,1,13,4.51085950651685,0,0,1,0,0,1,0,0
40.79509,-73.96649000000002,30,0,0.01,96,311,5.666426688112432,0,0,1,0,0,1,0,0
40.81633,-73.96069,2,15,3.6,1,2,3.9318256327243257,0,0,1,0,0,0,1,0
40.73058,-74.0021,3,6,0.45,1,0,5.303304908059076,0,0,1,0,0,1,0,0
40.78749000000001,-73.97086999999998,21,1,0.02,1,0,5.170483995038151,0,0,1,0,0,1,0,0
40.68229,-73.93261,3,48,3.08,1,0,4.61512051684126,0,1,0,0,0,1,0,0
40.73499,-73.98875,3,7,3.09,1,286,6.90875477931522,0,0,1,0,0,1,0,0
40.81486,-73.93941,1,1,1.0,1,6,4.2626798770413155,0,0,1,0,0,1,0,0
40.64206,-73.97171999999998,6,0,0.01,1,0,5.081404364984463,0,1,0,0,0,1,0,0
40.76602000000001,-73.99249,5,5,0.09,8,43,5.438079308923196,0,0,1,0,0,1,0,0
40.76904,-73.98494000000002,30,8,0.13,52,258,4.736198448394496,0,0,1,0,0,1,0,0
40.70766,-73.95215999999998,2,138,3.63,1,268,4.0943445622221,0,1,0,0,0,0,1,0
40.81437,-73.82774,2,37,2.63,4,70,4.31748811353631,1,0,0,0,0,1,0,0
40.6764,-73.95496999999997,3,61,2.59,2,267,5.147494476813453,0,1,0,0,0,1,0,0
40.7651,-73.98854,1,2,0.05,2,0,4.382026634673881,0,0,1,0,0,0,1,0
40.75298,-73.96911999999998,1,0,0.01,3,221,4.51085950651685,0,0,1,0,0,0,1,0
40.74129,-73.98374,3,26,0.32,1,341,5.583496308781699,0,0,1,0,0,1,0,0
40.67904,-73.91084000000002,2,5,2.59,2,149,4.61512051684126,0,1,0,0,0,1,0,0
40.75903,-73.96669,7,0,0.01,1,134,5.298317366548036,0,0,1,0,0,1,0,0
40.80497,-73.94951999999998,1,7,0.43,1,297,4.836281906951478,0,0,1,0,0,0,1,0
40.6493,-73.94547,2,30,1.21,1,104,4.330733340286331,0,1,0,0,0,0,1,0
40.6377,-73.97062,2,18,2.51,3,189,3.6109179126442243,0,1,0,0,0,0,1,0
40.8228,-73.94442,5,2,0.32,1,66,4.343805421853684,0,0,1,0,0,0,1,0
40.58092,-73.96139000000002,1,1,0.17,4,4,4.060443010546419,0,1,0,0,0,0,1,0
40.80624,-73.95622,1,1,0.1,1,0,4.709530201312334,0,0,1,0,0,0,1,0
40.8127,-73.95004,1,1,0.02,1,0,4.110873864173311,0,0,1,0,0,0,1,0
40.58408,-73.94122,4,72,0.97,2,360,4.454347296253507,0,1,0,0,0,1,0,0
40.71331,-73.83474,1,14,0.9,1,0,3.713572066704308,0,0,0,1,0,0,1,0
40.71916,-74.01177,1,22,0.68,2,0,4.564348191467836,0,0,1,0,0,0,1,0
40.75829,-73.97259,1,44,4.91,1,4,4.795790545596741,0,0,1,0,0,0,1,0
40.77368,-73.90499,2,95,4.09,8,327,4.143134726391533,0,0,0,1,0,0,1,0
40.76068,-73.91359,2,217,3.67,1,214,4.787491742782046,0,0,0,1,0,1,0,0
40.74087,-74.00225999999998,3,16,0.19,1,0,5.942799375126701,0,0,1,0,0,1,0,0
40.75452,-73.96767,1,156,3.58,1,22,5.198497031265826,0,0,1,0,0,1,0,0
40.86437,-73.92347,2,2,0.1,2,76,4.189654742026425,0,0,1,0,0,0,1,0
40.68406,-73.91611999999998,4,106,2.07,2,247,4.962844630259907,0,1,0,0,0,1,0,0
40.69027,-73.95021,3,4,0.13,1,0,4.110873864173311,0,1,0,0,0,0,1,0
40.82495,-73.94023,5,1,0.17,1,0,5.017279836814924,0,0,1,0,0,1,0,0
40.70123,-73.90685,2,2,0.2,1,341,4.330733340286331,0,0,0,1,0,0,1,0
40.73564,-73.98611,30,2,0.05,96,321,5.111987788356544,0,0,1,0,0,1,0,0
40.76371,-73.96153000000002,30,1,0.03,87,341,5.420534999272286,0,0,1,0,0,1,0,0
40.57991,-73.95657,60,0,0.01,1,358,4.454347296253507,0,1,0,0,0,0,1,0
40.68915,-73.95623,1,64,4.33,7,278,3.871201010907891,0,1,0,0,0,0,1,0
40.7313,-74.00154,30,5,0.13,9,332,5.117993812416755,0,0,1,0,0,1,0,0
40.7514,-73.87602,2,32,2.42,4,336,3.713572066704308,0,0,0,1,0,0,1,0
40.70573,-73.89873,180,0,0.01,1,266,4.61512051684126,0,0,0,1,0,0,1,0
40.7513,-73.98333000000002,1,20,1.09,1,169,6.398594934535208,0,0,1,0,0,1,0,0
40.7108,-73.96226,3,16,0.19,1,291,5.303304908059076,0,1,0,0,0,1,0,0
40.75064,-73.99566,1,0,0.01,1,355,6.803505257608338,0,0,1,0,0,1,0,0
40.6329,-73.92784,1,53,3.02,3,363,4.394449154672439,0,1,0,0,0,1,0,0
40.67906,-73.99093,6,1,1.0,1,26,5.198497031265826,0,1,0,0,0,1,0,0
40.77409,-73.94995,2,9,0.35,1,0,4.795790545596741,0,0,1,0,0,0,1,0
40.72391,-73.97698000000003,3,7,1.14,1,80,6.255750041753367,0,0,1,0,0,1,0,0
40.80211,-73.94365,1,1,1.0,1,17,5.860786223465865,0,0,1,0,0,1,0,0
40.72259,-73.98472,1,6,0.71,1,5,6.171700597410915,0,0,1,0,0,1,0,0
40.74073,-73.9791,5,1,0.05,1,0,5.438079308923196,0,0,1,0,0,1,0,0
40.65468,-73.95703,3,3,0.08,1,0,3.9318256327243257,0,1,0,0,0,0,1,0
40.71813,-73.99665,3,7,0.18,1,317,4.499809670330265,0,0,1,0,0,0,1,0
40.76288,-73.95828,30,0,0.01,121,333,5.598421958998375,0,0,1,0,0,1,0,0
40.70779,-74.01249,2,8,3.04,327,243,5.968707559985366,0,0,1,0,0,1,0,0
40.6345,-73.97270999999998,2,0,0.01,1,0,4.564348191467836,0,1,0,0,0,0,1,0
40.67726,-73.9837,1,28,1.44,17,362,4.867534450455582,0,1,0,0,0,0,1,0
40.75926,-73.94006,1,1,0.16,1,0,4.795790545596741,0,0,0,1,0,1,0,0
40.80143,-73.91353000000002,2,11,4.46,3,6,4.7535901911063645,1,0,0,0,0,1,0,0
40.73198,-73.95862,1,0,0.01,4,227,5.940171252720432,0,1,0,0,0,1,0,0
40.80214,-73.95325,6,1,0.03,1,0,4.189654742026425,0,0,1,0,0,0,1,0
40.73123,-73.98655,14,0,0.01,1,0,4.51085950651685,0,0,1,0,0,0,1,0
40.80356,-73.94034,30,5,0.24,4,211,3.7376696182833684,0,0,1,0,0,0,1,0
40.68186,-73.94113,3,123,1.29,1,287,4.983606621708336,0,1,0,0,0,1,0,0
40.78057,-73.95734,2,13,0.4,1,0,4.795790545596741,0,0,1,0,0,1,0,0
40.67238,-73.83909,1,212,6.19,1,164,4.330733340286331,0,0,0,1,0,0,1,0
40.72522,-73.98114,3,0,0.01,1,0,5.017279836814924,0,0,1,0,0,0,1,0
40.83416,-73.94375,5,2,0.14,1,0,3.4339872044851463,0,0,1,0,0,0,1,0
40.66293,-73.99833000000002,5,1,0.01,1,0,5.303304908059076,0,1,0,0,0,1,0,0
40.73598,-73.99903,2,2,0.27,1,0,5.303304908059076,0,0,1,0,0,1,0,0
40.82763,-73.94404,1,19,7.92,2,16,4.1588830833596715,0,0,1,0,0,0,1,0
40.7245,-73.99419,2,26,0.37,1,88,5.703782474656201,0,0,1,0,0,1,0,0
40.72674,-73.95495,5,0,0.01,1,154,5.5254529391317835,0,1,0,0,0,0,1,0
40.75869,-73.91439,10,0,0.01,1,341,3.828641396489095,0,0,0,1,0,0,0,1
40.74311,-73.88098000000002,1,1,0.21,1,89,5.707110264748875,0,0,0,1,0,0,1,0
40.72969000000001,-74.00117,1,0,0.01,1,0,5.351858133476067,0,0,1,0,0,1,0,0
40.69484,-73.92499000000002,12,0,0.01,1,0,3.9318256327243257,0,1,0,0,0,0,1,0
40.71936,-73.96181,1,0,0.01,1,364,5.017279836814924,0,1,0,0,0,0,1,0
40.81781,-73.94577,30,101,1.61,2,331,4.709530201312334,0,0,1,0,0,1,0,0
40.76335,-73.92769,3,5,5.0,1,254,4.948759890378168,0,0,0,1,0,1,0,0
40.72338,-73.98293000000002,7,9,0.38,1,0,5.293304824724492,0,0,1,0,0,1,0,0
40.69808,-73.93,2,7,0.19,1,0,4.330733340286331,0,1,0,0,0,0,1,0
40.74443,-73.9967,4,0,0.01,1,31,5.303304908059076,0,0,1,0,0,1,0,0
40.75927,-73.98646,1,0,0.01,1,0,4.61512051684126,0,0,1,0,0,1,0,0
40.71139,-73.94176,11,11,0.24,1,0,5.170483995038151,0,1,0,0,0,1,0,0
40.76858,-73.95345999999998,2,0,0.01,1,0,4.605170185988092,0,0,1,0,0,1,0,0
40.72625,-73.99014,3,1,0.7,1,66,5.860786223465865,0,0,1,0,0,1,0,0
40.73456,-74.00347,2,2,0.05,1,348,4.48863636973214,0,0,1,0,0,0,1,0
40.72488,-73.97995999999998,2,8,0.13,2,93,5.484796933490655,0,0,1,0,0,0,1,0
40.68318,-73.93496999999998,4,78,2.54,1,84,5.135798437050262,0,1,0,0,0,1,0,0
40.61985,-74.00205,5,4,1.74,1,0,3.713572066704308,0,1,0,0,0,0,1,0
40.80609000000001,-73.9484,1,0,0.01,3,121,4.51085950651685,0,0,1,0,0,0,1,0
40.86859000000001,-73.91948000000002,5,30,0.94,2,0,3.828641396489095,0,0,1,0,0,0,1,0
40.68114,-73.92065,3,4,1.36,1,26,5.170483995038151,0,1,0,0,0,1,0,0
40.70889,-73.94113,1,1,0.02,1,0,4.330733340286331,0,1,0,0,0,0,1,0
40.76722,-73.98568,5,6,0.95,1,0,5.429345628954441,0,0,1,0,0,1,0,0
40.72989000000001,-74.00541,30,16,0.48,2,0,5.375278407684165,0,0,1,0,0,1,0,0
40.75518,-73.9143,5,0,0.01,5,0,5.017279836814924,0,0,0,1,0,1,0,0
40.80185,-73.96807,3,17,0.51,1,129,4.394449154672439,0,0,1,0,0,0,1,0
40.75089000000001,-73.98059,30,2,0.07,31,134,4.941642422609304,0,0,1,0,0,1,0,0
40.73893,-73.99464,2,12,0.19,1,0,5.860786223465865,0,0,1,0,0,1,0,0
40.73421,-73.87387,2,30,2.97,2,51,5.442417710521793,0,0,0,1,0,1,0,0
40.63621,-73.95251999999998,3,17,1.62,2,59,3.58351893845611,0,1,0,0,0,0,1,0
40.76218,-73.88589,1,86,6.35,1,147,4.394449154672439,0,0,0,1,0,0,1,0
40.80652,-73.85311999999998,3,1,0.09,1,0,5.860786223465865,1,0,0,0,0,1,0,0
40.77241,-73.82388,2,24,1.22,7,57,3.828641396489095,0,0,0,1,0,0,1,0
40.69998,-73.9413,1,0,0.01,1,0,4.709530201312334,0,1,0,0,0,0,1,0
40.74779,-73.98859,4,9,1.46,1,314,4.912654885736052,0,0,1,0,0,1,0,0
40.82645,-73.94984000000002,1,41,2.24,4,132,4.110873864173311,0,0,1,0,0,0,1,0
40.69585,-73.93335,2,3,0.32,1,0,3.9318256327243257,0,1,0,0,0,0,1,0
40.67752,-73.96029,60,0,0.01,1,364,5.017279836814924,0,1,0,0,0,1,0,0
40.72621,-74.00186,1,0,0.01,1,0,5.303304908059076,0,0,1,0,0,1,0,0
40.69116,-73.96538000000002,2,3,0.39,1,0,5.14166355650266,0,1,0,0,0,1,0,0
40.74524,-73.8876,60,2,0.17,1,132,4.61512051684126,0,0,0,1,0,1,0,0
40.7609,-73.93203000000003,3,1,1.0,1,164,5.5254529391317835,0,0,0,1,0,1,0,0
40.69137,-73.80844,1,0,0.01,2,163,4.189654742026425,0,0,0,1,0,0,1,0
40.7406,-74.0062,105,0,0.01,2,85,5.384495062789089,0,0,1,0,0,1,0,0
40.67998,-73.96743000000002,3,12,0.2,1,4,4.948759890378168,0,1,0,0,0,1,0,0
40.7537,-73.93186,3,40,1.45,2,365,4.795790545596741,0,0,0,1,0,1,0,0
40.82265,-73.94501,2,44,1.27,1,90,4.564348191467836,0,0,1,0,0,0,1,0
40.76366,-73.9888,1,4,3.43,1,177,5.3471075307174685,0,0,1,0,0,1,0,0
40.67059,-73.94798,2,0,0.01,2,0,4.48863636973214,0,1,0,0,0,0,1,0
40.71136,-73.99391,3,1,0.11,1,350,4.709530201312334,0,0,1,0,0,0,1,0
40.67898,-73.93982,4,0,0.01,1,0,3.713572066704308,0,1,0,0,0,0,1,0
40.75593,-73.91275999999998,365,0,0.01,2,0,7.601402334583733,0,0,0,1,0,0,1,0
40.69487,-73.93665,1,107,4.4,3,80,5.966146739123692,0,1,0,0,0,1,0,0
40.60859,-73.99331,30,19,1.17,2,179,5.303304908059076,0,1,0,0,0,1,0,0
40.75241,-73.97081,30,0,0.01,12,226,5.298317366548036,0,0,1,0,0,1,0,0
40.69295,-73.93685,1,8,1.36,9,134,4.941642422609304,0,1,0,0,0,1,0,0
40.65833,-73.94819,1,173,2.36,1,213,5.0238805208462765,0,1,0,0,0,1,0,0
40.71769000000001,-73.99854,2,55,2.24,1,314,5.4680601411351315,0,0,1,0,0,1,0,0
40.8,-73.96025999999998,5,6,3.1,1,136,6.0844994130751715,0,0,1,0,0,1,0,0
40.71714,-73.95783,2,3,0.36,1,0,5.25227342804663,0,1,0,0,0,0,1,0
40.77567,-73.9786,21,2,0.05,1,281,4.564348191467836,0,0,1,0,0,0,1,0
40.77306,-73.98637,30,9,0.17,11,364,7.601402334583733,0,0,1,0,0,1,0,0
40.71892,-73.99628,7,2,0.03,1,0,5.707110264748875,0,0,1,0,0,1,0,0
40.80129,-73.95389,2,2,0.14,4,88,4.564348191467836,0,0,1,0,0,0,1,0
40.68589,-73.99101999999998,3,38,0.8,3,249,5.081404364984463,0,1,0,0,0,1,0,0
40.65467,-73.94967,2,8,0.61,1,0,3.9318256327243257,0,1,0,0,0,1,0,0
40.75989000000001,-73.91343,21,6,0.19,1,0,4.709530201312334,0,0,0,1,0,1,0,0
40.77803,-73.91084000000002,1,77,3.66,1,145,3.9318256327243257,0,0,0,1,0,0,1,0
40.69102,-73.95132,3,3,0.16,3,88,4.394449154672439,0,1,0,0,0,0,1,0
40.77209000000001,-73.91096,6,11,0.24,8,358,3.9318256327243257,0,0,0,1,0,0,1,0
40.70223,-73.98971,2,1,0.05,1,0,4.983606621708336,0,1,0,0,0,1,0,0
40.76843,-73.9894,2,1,1.0,1,27,4.997212273764115,0,0,1,0,0,0,1,0
40.76166,-73.99691,29,0,0.01,327,302,5.209486152841421,0,0,1,0,0,1,0,0
40.74195,-74.00052,7,41,1.66,1,13,4.948759890378168,0,0,1,0,0,1,0,0
40.59947,-73.76468,1,0,0.01,1,170,4.02535169073515,0,0,0,1,0,0,1,0
40.82939,-73.86514,2,98,2.12,3,108,3.367295829986474,1,0,0,0,0,0,1,0
40.71381,-73.93903,1,31,0.93,3,279,4.454347296253507,0,1,0,0,0,0,1,0
40.7041,-73.92418,5,39,0.56,1,187,4.189654742026425,0,1,0,0,0,0,1,0
40.71287,-73.99573000000002,4,6,0.18,2,142,5.771441123130016,0,0,1,0,0,1,0,0
40.70632,-73.91875999999998,1,5,1.46,1,178,5.298317366548036,0,1,0,0,0,1,0,0
40.76571,-73.99481999999998,1,12,0.24,1,163,4.795790545596741,0,0,1,0,0,1,0,0
40.71121,-73.95028,2,24,3.01,1,282,5.5254529391317835,0,1,0,0,0,1,0,0
40.714,-73.99571,1,82,6.24,3,77,4.51085950651685,0,0,1,0,0,0,1,0
40.71153,-73.96088,3,4,0.22,1,0,5.278114659230517,0,1,0,0,0,1,0,0
40.589,-73.95675,3,3,0.28,1,189,3.9318256327243257,0,1,0,0,0,0,1,0
40.59876,-73.95296,2,3,1.48,2,0,4.127134385045092,0,1,0,0,0,0,1,0
40.74856,-73.88906,1,0,0.01,1,0,4.941642422609304,0,0,0,1,0,1,0,0
40.74719,-73.97478000000002,1,2,0.32,1,0,5.017279836814924,0,0,1,0,0,1,0,0
40.76245,-73.98339,1,0,0.01,7,320,4.61512051684126,0,0,1,0,0,0,1,0
40.75874,-73.92999,29,37,0.57,1,305,4.61512051684126,0,0,0,1,0,0,1,0
40.75658,-73.99568000000002,1,41,3.8,3,64,4.61512051684126,0,0,1,0,0,0,1,0
40.73408,-74.00263000000002,2,5,0.14,1,0,5.5254529391317835,0,0,1,0,0,1,0,0
40.68859000000001,-73.972,2,0,0.01,1,0,5.327876168789581,0,1,0,0,0,1,0,0
40.67893,-73.97113,16,0,0.01,2,89,5.5254529391317835,0,1,0,0,0,0,1,0
40.66978,-73.94454,2,40,1.78,1,0,5.220355825078324,0,1,0,0,0,1,0,0
40.63803,-73.94894000000002,3,177,2.64,1,272,4.584967478670572,0,1,0,0,0,1,0,0
40.67958,-73.90858,3,54,3.58,2,240,4.787491742782046,0,1,0,0,0,1,0,0
40.76042,-73.97345,1,12,0.39,6,365,6.928537818164665,0,0,1,0,0,1,0,0
40.80307,-73.95048,55,6,0.08,2,83,5.707110264748875,0,0,1,0,0,0,1,0
40.80952,-73.93025,2,57,1.54,4,146,3.7376696182833684,1,0,0,0,0,0,1,0
40.6392,-73.96499,2,1,1.0,2,32,4.330733340286331,0,1,0,0,0,1,0,0
40.78177,-73.97878,2,23,2.64,1,79,4.454347296253507,0,0,1,0,0,0,1,0
40.68066,-73.96696,2,169,4.48,1,279,4.919980925828125,0,1,0,0,0,1,0,0
